,table,field,field_after_change,is_closed
1387,prs_ProclamationTemplateVersionsAssignmentsDetails,ProclamationTemplateVersionsAssignmentsGuid,Proclamation Template Versions Assignments Guid,0
1388,prs_ProclamationTemplateVersionsAssignmentsDetails,ProclamationTemplateVersionsGuid,Proclamation Template Versions Guid,0
1389,prs_RangeGroupRanges,RangeGroupGuid,Range Group Guid,0
1390,prs_RangeGroupRanges,From,From,0
1391,prs_RangeGroupRanges,To,To,0
1392,prs_EmploymentStatuses,Employed,Employed,0
1393,prs_EmploymentStatuses,Separated,Separated,0
1394,prs_SummonCommandDetails,SummonCommandID,Summon Command ID,1
1395,prs_SummonCommandDetails,ResponseDate,Response Date,0
1396,prs_ProclamationBookmarks,UsableInProclamationComment,Usable In Proclamation Comment,0
1397,prs_RangeGroups,RangeGroupTemplateGuid,Range Group Template Guid,0
1398,prs_SummonCommands,SummonTypeID,Summon Type ID,1
1399,prs_NoticeTypeGroups,NoticeGroup,Notice Group,0
1400,prs_ExtraModels,TableCode,Table Code,0
1401,prs_ExtraModels,DataType,Data Type,0
1402,prs_ExtraModels,Size,Size,0
1403,prs_ExtraModels,IsTitle,Is Title,0
1404,prs_ExtraModels,IsListed,Is Listed,0
1405,prs_ExtraModels,IsShowed,Is Showed,0
1406,prs_ExtraModels,IsActive,Is Active,0
1407,prs_ExtraModels,IsUnique,Is Unique,0
1408,prs_ExtraModels,ExactSearch,Exact Search,0
1409,prs_ExtraModels,ListWidth,List Width,0
1410,prs_ExtraModels,EditWidth,Edit Width,0
1411,prs_ExtraModels,GroupID,Group ID,1
1412,prs_ExtraModels,ExtraInfo,Extra Info,0
1413,prs_RequestLimitPerDayCalendarsDetail,RequestLimitPerDayCalendarGuid,Request Limit Per Day Calendar Guid,0
1414,prs_RequestLimitPerDayCalendarsDetail,DayIndex,Day Index,0
1415,prs_RequestLimitPerDayCalendarsDetail,DayShortTitle,Day Short Title,0
1416,prs_RequestLimitPerDayCalendarsDetail,HourlyLimitMinute,Hourly Limit Minute,0
1417,prs_WorkPlaceGroups,WorkPlaceGroupTemplateGuid,Work Place Group Template Guid,0
1418,prs_SummonTypes,Instruction,Instruction,0
1419,prs_SummonTypes,Attachment,Attachment,0
1420,prs_SummonTypes,SaveSummonWithNewEffectiveDate,Save Summon With New Effective Date,0
1421,prs_ExtraWorkFlows,ExtraWorkID,Extra Work ID,1
1422,prs_ExtraWorkFlows,ReceiverStaffID,Receiver Staff ID,1
1423,prs_ExtraWorkFlows,ReceiverComments,Receiver Comments,0
1424,prs_ExtraWorkFlows,ExtraWorkGuid,Extra Work Guid,0
1425,prs_RequestLimitPerDayDetails,StartEffectiveDate,Start Effective Date,0
1426,prs_RequestLimitPerDayDetails,EndEffectiveDate,End Effective Date,0
1427,prs_Workshops,WorkshopNo,Workshop No,0
1428,prs_Workshops,EmployerName,Employer Name,0
1429,prs_Workshops,TreatyRow,Treaty Row,0
1430,prs_Workshops,SocialSecurityInsuranceBranchId,Social Security Insurance Branch Id,0
1431,prs_Workshops,AccountCode,Account Code,0
1432,prs_Teachings,TeachingPlace,Teaching Place,0
1433,prs_PersonnelFormSettings,DoNotDisplayInPersonnelForm,Do Not Display In Personnel Form,0
1434,prs_AttainmentConditionItems,RetiredTypeGuid,Retired Type Guid,0
1435,prs_WorkPlaceGroupWorkPlaces,WorkPlaceGroupGuid,Work Place Group Guid,0
1436,prs_PromotionBatchWorkflowSettings,CurrentConditions,Current Conditions,0
1437,prs_PromotionBatchWorkflowSettings,OfferConditions,Offer Conditions,0
1438,prs_EducationLicenseApplyRequests,TermTypeID,Term Type ID,1
1439,prs_EducationLicenseApplyRequests,EducationEffectiveDate,Education Effective Date,0
1440,prs_EducationLicenseApplyRequests,EducationPresentationDate,Education Presentation Date,0
1441,prs_EducationLicenseApplyRequests,PersonnelFormUpdateType,Personnel Form Update Type,0
1442,prs_DecreeLogSettings,DecreeLogEvent,Decree Log Event,0
1443,prs_DecreeTemplateItemDisplayCategories,ItemDisplayCategoryGuid,Item Display Category Guid,0
1444,prs_DecreeTemplateItemDisplayCategories,SuppressZeroValueForPrintableTemplate,Suppress Zero Value For Printable Template,0
1445,prs_DecreeTemplateItemDisplayCategories,DoNotViewValueIfEqualPerviousValue,Do Not View Value If Equal Pervious Value,0
1446,prs_ReportSettings,OfflineMode,Offline Mode,0
1447,prs_ReportSettings,AdvancedReportTableKey,Advanced Report Table Key,0
1448,prs_ExtraWorks,RegisterarStaffID,Registerar Staff ID,1
1449,prs_ExtraWorks,CorrectionID,Correction ID,1
1450,prs_ExtraWorks,State,State,0
1451,prs_ExtraWorks,RegisterarUserID,Registerar User ID,1
1452,prs_ExtraWorks,LastModificationUserID,Last Modification User ID,1
1453,prs_ExtraWorks,LastDeciderUserGuid,Last Decider User Guid,0
1454,prs_EducationLicenseApplyRequestHistory,EducationLicenseApplyRequestGuid,Education License Apply Request Guid,0
1455,prs_ItemDisplayCategories,BookmarkSuffix,Bookmark Suffix,0
1456,prs_MaritalStatusGroupMaritalStatuses,MaritalStatusGroupGuid,Marital Status Group Guid,0
1457,prs_TempWorkHistory,EmploymentTypeTitle,Employment Type Title,0
1458,prs_TempWorkHistory,ProvinceTitle,Province Title,0
1459,prs_ServiceCalls,Parameters,Parameters,0
1460,prs_ServiceCalls,RunResult,Run Result,0
1461,prs_TransferRequests,Residence,Residence,0
1462,prs_PersonnelFormSettingEmploymentTypes,PersonnelFormSettingGuid,Personnel Form Setting Guid,0
1463,prs_Indicators,Decreeable,Decreeable,0
1464,prs_Indicators,Missionable,Missionable,0
1465,prs_Indicators,Leaveable,Leaveable,0
1466,prs_Indicators,PersonnelNoable,Personnel Noable,0
1467,prs_Indicators,Pattern,Pattern,0
1468,prs_Indicators,LeaveConfirmable,Leave Confirmable,0
1469,prs_Indicators,LastSequenceNo,Last Sequence No,0
1470,prs_Indicators,Promotionable,Promotionable,0
1471,prs_Indicators,Proclamationable,Proclamationable,0
1472,prs_Indicators,EducationLicenseable,Education Licenseable,0
1473,prs_Indicators,WorkHistoryable,Work Historyable,0
1474,prs_PersonnelExtra,,NL,0
1475,prs_MaritalStatusGroups,MaritalStatusGroupTemplateGuid,Marital Status Group Template Guid,0
1476,prs_PersonnelAssignment,AssignmentDate,Assignment Date,0
1477,prs_PersonnelAssignment,DismissalDate,Dismissal Date,0
1478,prs_PersonnelAssignment,SubAssignmentType,Sub Assignment Type,0
1479,prs_PersonnelAssignment,WorkPlaceStructureGuid,Work Place Structure Guid,0
1480,prs_DecreeWorkflowActions,StepGuid,Step Guid,0
1481,prs_DecreeWorkflowActions,ActionsUndertaken,Actions Undertaken,0
1482,prs_WorkExperiences,Salary,Salary,0
1483,prs_WorkExperiences,InsurancePayed,Insurance Payed,0
1484,prs_WorkExperiences,OrganizationPhone,Organization Phone,1
1485,prs_WorkExperiences,OrganizationAddress,Organization Address,1
1486,prs_AuditEntityLogs,Changes,Changes,0
1487,prs_WorkHistoryApplyRequests,PersonnelFormUpdate,Personnel Form Update,0
1488,prs_PersonnelAssignmentLogs,OldAssignmentDate,Old Assignment Date,0
1489,prs_PersonnelAssignmentLogs,OldDismissalDate,Old Dismissal Date,0
1490,prs_DecreeWorkflowProcess,WorkPlaceIDs,Work Place Ds,1
1491,prs_DecreeWorkflowProcess,NotWorkPlaceIDs,Not Work Place Ds,1
1492,prs_DecreeWorkflowProcess,NotJobDegreeID,Not Job Degree ID,1
1493,prs_DecreeWorkflowProcess,EmploymentTypeIDs,Employment Type Ds,1
1494,prs_DecreeWorkflowProcess,NotEmploymentTypeIDs,Not Employment Type Ds,1
1495,prs_DecreeWorkflowProcess,NotExpertGradeID,Not Expert Grade ID,1
1496,prs_DecreeWorkflowProcess,NotEducationLevelID,Not Education Level ID,1
1497,prs_DecreeWorkflowProcess,NotPostGradeID,Not Post Grade ID,1
1498,prs_DecreeWorkflowProcess,OfficialWorkSectionStructureGuids,Official Work Section Structure Guids,0
1499,prs_DecreeWorkflowProcess,NotOfficialWorkSectionStructureGuids,Not Official Work Section Structure Guids,0
1500,prs_DecreeWorkflowProcess,DecreeTemplateGuids,Decree Template Guids,0
1501,prs_DecreeWorkflowProcess,NotDecreeTemplateGuids,Not Decree Template Guids,0
1502,prs_DecreeWorkflowProcess,NotJobCategoryID,Not Job Category ID,1
1503,prs_DecreeWorkflowProcess,NotJobFieldID,Not Job Field ID,1
1504,prs_DecreeWorkflowProcess,NotEmploymentStatusID,Not Employment Status ID,1
1505,prs_DecreeWorkflowProcess,OperationalUnitIDs,Operational Unit Ds,1
1506,prs_DecreeWorkflowProcess,NotOperationalUnitIDs,Not Operational Unit Ds,1
1507,prs_DecreeWorkflowProcess,NotJobStageID,Not Job Stage ID,1
1508,prs_DecreeWorkflowProcess,WorkSectionIDs,Work Section Ds,1
1509,prs_DecreeWorkflowProcess,NotWorkSectionIDs,Not Work Section Ds,1
1510,prs_DecreeWorkflowProcess,NotBasePostGuid,Not Base Post Guid,0
1511,prs_DecreeWorkflowProcess,NotJobGradeID,Not Job Grade ID,1
1512,prs_DecreeWorkflowProcess,NotJobID,Not Job ID,1
1513,prs_DecreeWorkflowProcess,NotManagerLevelID,Not Manager Level ID,1
1514,prs_DecreeWorkflowProcess,FromJobGroupCode,From Job Group Code,0
1515,prs_DecreeWorkflowProcess,NotFromJobGroupCode,Not From Job Group Code,0
1516,prs_DecreeWorkflowProcess,ToJobGroupCode,To Job Group Code,0
1517,prs_DecreeWorkflowProcess,NotToJobGroupCode,Not To Job Group Code,0
1518,prs_DecreeWorkflowProcess,FromJobBaseCode,From Job Base Code,0
1519,prs_DecreeWorkflowProcess,NotFromJobBaseCode,Not From Job Base Code,0
1520,prs_DecreeWorkflowProcess,ToJobBaseCode,To Job Base Code,0
1521,prs_DecreeWorkflowProcess,NotToJobBaseCode,Not To Job Base Code,0
1522,prs_WorkPlaces,WorkshopNo_Back,Workshop No Back,0
1523,prs_WorkPlaces,EmployerName_Back,Employer Name Back,0
1524,prs_WorkPlaces,TelNo,Tel No,1
1525,prs_WorkPlaces,FinancialCode,Financial Code,0
1526,prs_WorkPlaces,RegisterationNo,Registeration No,0
1527,prs_WorkPlaces,RegisterationLocation,Registeration Location,0
1528,prs_WorkPlaces,TaxRegionNo,Tax Region No,0
1529,prs_WorkPlaces,TaxClassNo,Tax Class No,0
1530,prs_WorkPlaces,LearningExpensePayed,Learning Expense Payed,0
1531,prs_WorkPlaces,WorkshopGuid,Workshop Guid,0
1532,prs_Notices,NotifierStaffID,Notifier Staff ID,1
1533,prs_Notices,NotificationInfo,Notification Info,0
1534,prs_Notices,ExternalNotifier,External Notifier,0
1535,prs_Notices,PollingNo,Polling No,0
1536,prs_Notices,UnitReporter,Unit Reporter,0
1537,prs_Notices,ExpireDate,Expire Date,0
1538,prs_Notices,NoticeTypeGuid,Notice Type Guid,0
1539,prs_Notices,NoticeCauseGuid,Notice Cause Guid,0
1540,prs_Notices,NoticeCauseGroupsGuid,Notice Cause Groups Guid,0
1541,prs_Notices,NoticeTypeGroupsGuid,Notice Type Groups Guid,0
1542,prs_MissionVehicleType,PerKMDrivingPrice,Per Driving Price,0
1543,prs_PersonnelHistory,CenterLevelID,Center Level ID,1
1544,prs_SacrificialStatusGroups,SacrificialStatusGroupTemplateGuid,Sacrificial Status Group Template Guid,0
1545,prs_BankFormats,FileType,File Type,0
1546,prs_BankFormats,Separator,Separator,0
1547,prs_LeaveConvertRuleCalculations,LeaveConvertRuleGuid,Leave Convert Rule Guid,0
1548,prs_LeaveConvertRuleCalculations,DefaultFormulaCount,Default Formula Count,0
1549,prs_LeaveConvertRuleCalculations,DefaultFormulaText,Default Formula Text,0
1550,prs_LeaveConvertRuleCalculations,DefaultFormula,Default Formula,0
1551,prs_LeaveConvertRuleCalculations,AffectedParameterName,Affected Parameter Name,0
1552,prs_ProclamationTemplateSigners,ProclamationGuid,Proclamation Guid,0
1553,prs_ProclamationTemplateSigners,SignerID,Signer ID,1
1554,prs_ProclamationTemplateSigners,SignatureNo,Signature No,0
1555,prs_WorkHistoryApplyRequestHistory,WorkHistoryApplyRequestGuid,Work History Apply Request Guid,0
1556,prs_SacrificialStatusGroupSacrificialStatuses,SacrificialStatusGroupGuid,Sacrificial Status Group Guid,0
1557,prs_SacrificialStatusGroupSacrificialStatuses,SacrificialStatus,Sacrificial Status,0
1558,prs_BankFormatDetails,BankFormatID,Bank Format ID,1
1559,prs_BankFormatDetails,DetailType,Detail Type,0
1560,prs_BankFormatDetails,Perfix,Perfix,0
1561,prs_BankFormatDetails,OrderID,Order ID,1
1562,prs_OperationalUnitSoftwares,IsOwner,Is Owner,0
1563,prs_DecreeWorkflowProcessSteps,Attempter,Attempter,0
1564,prs_DecreeWorkflowProcessSteps,Actions,Actions,0
1565,prs_DecreeWorkflowProcessSteps,RespiteDays,Respite Days,0
1566,prs_DecreeWorkflowProcessSteps,CCReceivers,Receivers,0
1567,prs_DecreeWorkflowProcessSteps,UnStaffID,Un Staff ID,1
1568,prs_ItemMatrixValues,ItemMatrixID_Back,Item Matrix Back,1
1569,prs_TempLeave,PersonnelId,Personnel Id,0
1570,prs_TempLeave,YearlyRemainingMeritLeave,Yearly Remaining Merit Leave,0
1571,prs_TempLeave,CurrentRemainingMericLeave,Current Remaining Meric Leave,0
1572,prs_SalaryPaymentBanks,BankFormatId,Bank Format Id,0
1573,prs_SalaryPaymentBanks,BranchCode,Branch Code,0
1574,prs_SalaryPaymentBanks,PhaseCode,Phase Code,0
1575,prs_SalaryPaymentBanks,AccountNo,Account No,0
1576,prs_SalaryPaymentBanks,BranchTitle,Branch Title,0
1577,prs_SalaryPaymentBanks,TemplateFileId,Template File Id,0
1578,prs_SalaryPaymentBanks,GeneralBankGuid,General Bank Guid,0
1579,prs_SalaryPaymentBanks,GeneralBranchGuid,General Branch Guid,0
1580,prs_SendAlertSettings,AlertTypePublisher,Alert Type Publisher,0
1581,prs_WorkingPeriodRangeStarts,WorkingPeriodGuid,Working Period Guid,0
1582,prs_WorkingPeriodRangeStarts,WorkingPeriodRangeGuid,Working Period Range Guid,0
1583,prs_WorkingPeriodRangeStarts,TimekeeperStartingMonth,Timekeeper Starting Month,0
1584,prs_WorkingPeriodRangeStarts,TimekeeperStartingDay,Timekeeper Starting Day,0
1585,prs_WorkingPeriodRangeStarts,PayrollStartingMonth,Payroll Starting Month,0
1586,prs_WorkingPeriodRangeStarts,PayrollStartingDay,Payroll Starting Day,0
1587,prs_ExpertGradeGroupExpertGrades,ExpertGradeGroupGuid,Expert Grade Group Guid,0
1588,prs_ExpertGradeGroups,ExpertGradeGroupTemplateGuid,Expert Grade Group Template Guid,0
1589,prs_OperationalUnitFeatures,FeatureFlag,Feature Flag,0
1590,prs_OperationalUnitFeatures,FeatureID,Feature ID,1
1591,prs_OperationalUnitFeatures,FeatureGuid,Feature Guid,0
1592,prs_ItemTableValues,ItemTableID_Back,Item Table Back,1
1593,prs_DecreeTemplateChangeEventLogs,RollbackDate,Rollback Date,0
1594,prs_DecreeTemplateChangeEventLogs,PersonnelActive,Personnel Active,0
1595,prs_DecreeTemplateChangeEventLogs,PersonnelOfficialPostStructureGuid,Personnel Official Post Structure Guid,0
1596,prs_DecreeTemplateChangeEventLogs,PersonnelStaffID,Personnel Staff ID,1
1597,prs_DecreeTemplateChangeEventLogs,PersonnelEmploymentStatusID,Personnel Employment Status ID,1
1598,prs_DecreeTemplateChangeEventLogs,PersonnelServiceQuitDate,Personnel Service Quit Date,0
1599,prs_StructureTree_97-08-26,DepartmentHierarchyTitle,Department Hierarchy Title,0
1600,prs_StructureTree_97-08-26,OperationalUnitStructureID,Operational Unit Structure ID,1
1601,prs_StructureTree_97-08-26,WorkSectionGuid,Work Section Guid,0
1602,prs_StructureTree_97-08-26,SynchronizeGuid10,Synchronize Guid,0
1603,prs_StructureTree_97-08-26,Expired_Order,Expired Order,0
1604,prs_DecreeTemplateHistories,GovernmentHistory,Government History,0
1605,prs_DecreeTemplateHistories,ExperienceHistory,Experience History,0
1606,prs_DecreeTemplateHistories,RetirementHistory,Retirement History,0
1607,prs_DecreeTemplateHistories,PrivateSectorHistory,Private Sector History,0
1608,prs_DecreeTemplateHistories,HalfTimeWorkHistory,Half Time Work History,0
1609,prs_DecreeTemplateHistories,DecreeTemplateItemTemplateGuid,Decree Template Item Template Guid,0
1610,prs_JobFields,JobCategoryId,Job Category Id,0
1611,prs_LadderDecreeSettings,LadderSettingsGuid,Ladder Settings Guid,0
1612,prs_JobGroups,GroupCode,Group Code,0
1613,prs_JobGroups,BaseSalary,Base Salary,0
1614,prs_FormulaEditorLogs,StepName,Step Name,0
1615,prs_FormulaEditorLogs,InActive,In Active,0
1616,prs_FormulaEditorLogs,LastExecution,Last Execution,0
1617,prs_FormulaEditorLogs,Execption,Execption,0
1618,prs_FormulaEditorLogs,ItemSelectionName,Item Selection Name,0
1619,prs_LeaveSpecialDayCalendarDays,LeaveSpecialDayCalendarGuid,Leave Special Day Calendar Guid,0
1620,prs_LeaveSpecialDayCalendarDays,Month,Month,0
1621,prs_LeaveSpecialDayCalendarDays,Days,Days,0
1622,prs_WorkHistoryThisOrganizationSettings,DecreeItemGuid,Decree Item Guid,0
1623,prs_WorkHistoryThisOrganizationSettings,UpdateDecreeItemGuid,Update Decree Item Guid,0
1624,prs_Jobs,DegreeID,Degree ID,1
1625,prs_Jobs,CommissionStatusID_Back,Commission Status Back,1
1626,prs_LanguageKnowledges,ForeignLanguageID,Foreign Language ID,1
1627,prs_LanguageKnowledges,ConversationLevel,Conversation Level,0
1628,prs_LanguageKnowledges,WritingLevel,Writing Level,0
1629,prs_LanguageKnowledges,UnderstandingLevel,Understanding Level,0
1630,prs_LanguageKnowledges,TranslatingLevel,Translating Level,0
1631,prs_LanguageKnowledges,OverallLevel,Overall Level,0
1632,prs_LanguageKnowledges,LanguageLevel,Language Level,0
1633,prs_LanguageKnowledges,ProficiencyLevelID,Proficiency Level ID,1
1634,prs_LanguageKnowledges,RequirementLevelID,Requirement Level ID,1
1635,prs_DecreeTemplateThisOrganizations,EffectsThisOrganization,Effects This Organization,0
1636,prs_LeaveTypeRangeRatios,Ratio,Ratio,0
1637,prs_LeaveTypeRangeRatios,MaxPermittedDays,Max Permitted Days,0
1638,prs_LeaveFlows,LeaveID,Leave ID,1
1639,prs_LeaveFlows,leaveGuid,leave Guid,0
1640,prs_LeaveTypeSpecialDays,DayWorkMinutes,Day Work Minutes,0
1641,prs_PersonnelGroups,OwnerID,Owner ID,1
1642,prs_PersonnelGroups,ShareForAll,Share For All,0
1643,prs_LeaveDecreasingDays,RawLengthMinutes,Raw Length Minutes,0
1644,prs_LeaveDecreasingDays,LengthMinutes,Length Minutes,0
1645,prs_LeaveDecreasingDays,DayType,Day Type,0
1646,prs_LeaveDecreasingDays,LeaveGuid,Leave Guid,0
1647,prs_PersonnelGroupMembers,PersonnelGroupGuid,Personnel Group Guid,0
1648,prs_PersonnelGroupMembers,PersonnelGuid,Personnel Guid,0
1649,prs_MissionVehicles,MissionID,Mission ID,1
1650,prs_MissionVehicles,MissionVehicleTypeID,Mission Vehicle Type ID,1
1651,prs_MissionVehicles,MissionGuid,Mission Guid,0
1652,prs_LeaveGroupTypes,RelatedPriority,Related Priority,0
1653,prs_LeaveGroupTypes,PriorityIndex,Priority Index,0
1654,prs_LeaveGroupTypes,MeritDefault,Merit Default,0
1655,prs_LeaveGroupTypes,HideFromUser,Hide From User,0
1656,prs_LeaveRedemption,LengthDays,Length Days,0
1657,prs_LeaveRedemption,BatchId,Batch Id,0
1658,prs_LeaveRedemption,RegisterarStaffId,Registerar Staff Id,0
1659,prs_LeaveRedemptionFlows,LeaveRedemptionID,Leave Redemption ID,1
1660,prs_MissionPlaceGroups_Back,BadWeatherGroupID,Bad Weather Group ID,1
1661,prs_MissionPlaceGroups_Back,DeprivationGroupID,Deprivation Group ID,1
1662,prs_MissionPlaceGroups,BadWeatherGroupGuid,Bad Weather Group Guid,0
1663,prs_MissionPlaceGroups,DeprivationGroupGuid,Deprivation Group Guid,0
1664,prs_MissionPaymentItems,PaymentItemType,Payment Item Type,0
1665,prs_Leaves,StartMonth,Start Month,0
1666,prs_Leaves,StartDay,Start Day,0
1667,prs_Leaves,EndMonth,End Month,0
1668,prs_Leaves,EndDay,End Day,0
1669,prs_Leaves,ShiftCount,Shift Count,0
1670,prs_Leaves,OverlapsComment,Overlaps Comment,0
1671,prs_Leaves,SubstituteStaffId,Substitute Staff Id,0
1672,prs_LeaveTypes,StandardLeaveType,Standard Leave Type,0
1673,prs_LeaveTypes,SuspendsPersonnelStatus,Suspends Personnel Status,0
1674,prs_LeaveTypes,DailyAvailable,Daily Available,0
1675,prs_LeaveTypes,HourlyAvailable,Hourly Available,0
1676,prs_LeaveTypes,DayMinHourlyMinutes,Day Min Hourly Minutes,0
1677,prs_LeaveTypes,DayMaxHourlyMinutes,Day Max Hourly Minutes,0
1678,prs_LeaveTypes,MonthMaxHourlyMinutes,Month Max Hourly Minutes,0
